event_type	onset	duration	height	word
7	169.070	0.000	0	vao
7	169.380	0.000	0	kg
7	171.060	0.000	0	ex
7	171.652	0.000	0	yuxiqtos
7	172.432	0.000	0	kawaq
7	174.153	0.000	0	ji
7	174.502	0.000	0	qowhiz
7	175.201	0.000	0	de.
7	176.103	0.000	0	
3	190.760	14.164	1	
6	190.889	0.000	0	Al
6	191.679	0.000	0	wanted
6	193.057	0.000	0	to
6	193.351	0.000	0	make
6	194.141	0.000	0	a
6	194.398	0.000	0	baby
6	194.857	0.000	0	goose
6	196.070	0.000	0	come
6	197.484	0.000	0	out
6	197.925	0.000	0	of
6	198.403	0.000	0	the
6	198.697	0.000	0	egg.
6	200.442	0.000	0	The
6	200.828	0.000	0	Edisons
6	202.261	0.000	0	weren't
6	203.345	0.000	0	surprised.
6	204.924	0.000	0	
4	205.924	19.418	1	
7	206.705	0.000	0	Zjas
7	207.083	0.000	0	fox
7	207.486	0.000	0	wgfuu
7	208.670	0.000	0	uffuz
7	209.400	0.000	0	nnurpjob,
7	211.289	0.000	0	qon
7	211.515	0.000	0	jwuaw
7	211.818	0.000	0	weerqaph,
7	213.505	0.000	0	Et,
7	214.890	0.000	0	rox
7	215.394	0.000	0	czo
7	215.646	0.000	0	pahw
7	216.905	0.000	0	yenaeaj.
7	219.247	0.000	0	No
7	219.550	0.000	0	quicn
7	219.902	0.000	0	do
7	220.179	0.000	0	hnom
7	220.507	0.000	0	yut
7	221.615	0.000	0	etz
7	222.798	0.000	0	ek
7	223.050	0.000	0	zep
7	223.352	0.000	0	kaxc
7	224.612	0.000	0	roju.
7	225.342	0.000	0	
3	240.000	19.418	1	
6	240.781	0.000	0	They
6	241.159	0.000	0	had
6	241.561	0.000	0	three
6	242.745	0.000	0	other
6	243.476	0.000	0	children,
6	245.364	0.000	0	but
6	245.591	0.000	0	their
6	245.893	0.000	0	youngest,
6	247.581	0.000	0	Al,
6	248.966	0.000	0	was
6	249.470	0.000	0	the
6	249.721	0.000	0	most
6	250.981	0.000	0	curious.
6	253.323	0.000	0	He
6	253.625	0.000	0	would
6	253.978	0.000	0	be
6	254.255	0.000	0	that
6	254.582	0.000	0	way
6	255.690	0.000	0	all
6	256.874	0.000	0	of
6	257.126	0.000	0	his
6	257.428	0.000	0	long
6	258.687	0.000	0	life.
6	259.418	0.000	0	
4	260.418	14.164	1	
7	260.547	0.000	0	Em
7	261.337	0.000	0	mirnul
7	262.714	0.000	0	de
7	263.008	0.000	0	voni
7	263.798	0.000	0	u
7	264.055	0.000	0	sotr
7	264.515	0.000	0	leeho
7	265.727	0.000	0	rabi
7	267.142	0.000	0	uac
7	267.583	0.000	0	ij
7	268.060	0.000	0	fxi
7	268.354	0.000	0	ozp.
7	270.100	0.000	0	Kbu
7	270.485	0.000	0	Ubuniyx
7	271.918	0.000	0	poviv'j
7	273.002	0.000	0	casstozat.
7	274.582	0.000	0	
3	289.240	20.733	1	
6	289.724	0.000	0	The
6	290.100	0.000	0	world
6	291.041	0.000	0	was
6	291.525	0.000	0	very
6	291.982	0.000	0	different
6	293.488	0.000	0	when
6	293.838	0.000	0	Thomas
6	294.940	0.000	0	Alva
6	295.613	0.000	0	Edison
6	297.226	0.000	0	was
6	297.441	0.000	0	a
6	297.603	0.000	0	child—
6	300.453	0.000	0	no
6	300.829	0.000	0	electric
6	301.676	0.000	0	light
6	302.644	0.000	0	to
6	302.940	0.000	0	see
6	303.250	0.000	0	by
6	304.930	0.000	0	or
6	305.522	0.000	0	recorded
6	306.302	0.000	0	music
6	308.023	0.000	0	to
6	308.372	0.000	0	listen
6	309.071	0.000	0	to.
6	309.973	0.000	0	
4	310.973	19.929	1	
7	312.058	0.000	0	Lo
7	312.472	0.000	0	xul
7	312.989	0.000	0	jzjacd
7	314.695	0.000	0	vu
7	315.082	0.000	0	zuydz
7	316.582	0.000	0	o
7	316.840	0.000	0	xuequ
7	317.357	0.000	0	oht.
7	319.089	0.000	0	Wo
7	319.425	0.000	0	guy
7	319.787	0.000	0	faux
7	321.131	0.000	0	i
7	321.415	0.000	0	piw
7	322.578	0.000	0	ruflacp
7	323.690	0.000	0	az
7	324.000	0.000	0	ruh
7	324.232	0.000	0	ozqt
7	325.887	0.000	0	stim
7	326.378	0.000	0	qeti
7	326.791	0.000	0	rotj
7	327.489	0.000	0	zgabvb
7	328.911	0.000	0	nozi
7	329.428	0.000	0	aah.
7	330.902	0.000	0	
3	345.559	13.701	1	
6	345.897	0.000	0	It
6	346.234	0.000	0	was
6	346.554	0.000	0	Edison
6	347.816	0.000	0	who
6	348.118	0.000	0	made
6	349.451	0.000	0	all
6	350.037	0.000	0	of
6	350.340	0.000	0	these
6	350.997	0.000	0	possible
6	352.863	0.000	0	and
6	353.432	0.000	0	much
6	353.894	0.000	0	more,
6	355.582	0.000	0	changing
6	356.310	0.000	0	our
6	356.595	0.000	0	lives
6	357.839	0.000	0	forever.
6	359.260	0.000	0	
4	360.260	19.818	1	
7	360.697	0.000	0	Vetbumyg
7	362.702	0.000	0	Er'p
7	363.345	0.000	0	ebbcu
7	364.913	0.000	0	vuh
7	365.555	0.000	0	eh
7	365.967	0.000	0	oqiu.
7	367.920	0.000	0	Xu
7	368.280	0.000	0	yud
7	369.668	0.000	0	uih
7	369.925	0.000	0	fa
7	370.156	0.000	0	qgi
7	370.362	0.000	0	gots
7	371.776	0.000	0	omb
7	372.161	0.000	0	qsozu
7	372.907	0.000	0	fu
7	373.190	0.000	0	zif
7	373.498	0.000	0	riegt
7	374.578	0.000	0	It
7	375.991	0.000	0	xofmawt
7	376.865	0.000	0	el
7	377.791	0.000	0	e
7	378.048	0.000	0	batu
7	378.767	0.000	0	ij
7	379.025	0.000	0	qbkig.
7	380.078	0.000	0	
3	394.736	11.497	1	
6	395.079	0.000	0	Edison
6	396.197	0.000	0	firmly
6	396.823	0.000	0	believed
6	397.644	0.000	0	in
6	397.942	0.000	0	inventions,
6	399.940	0.000	0	ones
6	400.462	0.000	0	that
6	400.671	0.000	0	could
6	400.835	0.000	0	make
6	401.655	0.000	0	everyday
6	402.341	0.000	0	life
6	403.161	0.000	0	easier
6	404.354	0.000	0	and
6	404.786	0.000	0	more
6	405.084	0.000	0	comfortable.
6	406.233	0.000	0	
4	407.233	19.338	1	
7	407.810	0.000	0	Dvif
7	408.086	0.000	0	tosi
7	408.286	0.000	0	gulekomk
7	409.666	0.000	0	It'r
7	410.167	0.000	0	egbut
7	410.719	0.000	0	vudhoz
7	412.074	0.000	0	uht
7	412.425	0.000	0	nif
7	412.650	0.000	0	zacloxp
7	414.231	0.000	0	ag
7	414.532	0.000	0	nsoec
7	414.858	0.000	0	joby.
7	416.563	0.000	0	Og
7	416.789	0.000	0	tux
7	417.140	0.000	0	hifz
7	417.617	0.000	0	eabdayi
7	419.322	0.000	0	uz
7	419.673	0.000	0	Faxet,
7	420.576	0.000	0	Icuu.
7	422.683	0.000	0	Fvu
7	423.059	0.000	0	suum
7	424.088	0.000	0	coj
7	424.865	0.000	0	1853.
7	426.571	0.000	0	
3	441.228	11.758	1	
6	441.625	0.000	0	That
6	441.991	0.000	0	is
6	442.296	0.000	0	exactly
6	443.485	0.000	0	what
6	443.928	0.000	0	he
6	444.172	0.000	0	accomplished.
6	445.651	0.000	0	Thomas
6	446.231	0.000	0	Alva
6	446.825	0.000	0	Edison
6	447.649	0.000	0	was,
6	448.259	0.000	0	perhaps,
6	449.753	0.000	0	the
6	449.952	0.000	0	greatest
6	450.531	0.000	0	inventor
6	451.644	0.000	0	of
6	451.919	0.000	0	his
6	452.178	0.000	0	time.
6	452.986	0.000	0	
4	453.986	11.356	1	
7	454.561	0.000	0	Ika
7	455.076	0.000	0	zoc
7	456.314	0.000	0	bvo
7	456.579	0.000	0	Uzobajj
7	458.287	0.000	0	beexzd'b
7	458.817	0.000	0	muxm
7	459.745	0.000	0	ran-zoig-exz
7	461.086	0.000	0	Uk,
7	462.456	0.000	0	uf
7	462.809	0.000	0	kaz
7	463.148	0.000	0	cepodt
7	463.884	0.000	0	yegxor
7	464.267	0.000	0	dex.
7	465.342	0.000	0	
